留言编号,留言用户,留言主题,留言时间,留言详情,反对数,点赞数
214888,A00095832,A3区学丰路卓越千山里工地夜间施工扰民,2019/7/16 19:33:27,"
					
					位于A3区学丰路卓越千山里工地日夜施工扰民，周遭住户苦不堪言。在工地开挖之初无任何相关人员走访，住在一墙之隔的迪亚溪谷小区业主，对其工地的施工时间，施工标准以及对此造成的影响进行说明和安抚。工地开工之后，两处巨大的探照灯日以继夜的直射小区住户卧室，每天日以继夜的不停施工。小区住户多次通过12345投诉，A3区城管局学士执法大队以其有渣土运输管理证推脱管理责任，为此夜间施工扰民开脱，让我们找环保部门理论，期间也曾向环保局投诉，环保明确回复没有给此工地颁发许可证。在此情况下，A3区环保局还宣称其有建筑垃圾处理许可证，任其半夜施工扰民不管不问。经查的《中华人民共和国环境噪声污染防治法》及《中华人民共和国城市区域环境噪声标准》规定，即使有夜间施工许可证，在0类标准适用区域，夜间施工噪音分贝不能超过40分贝，A3区城管局学士执法大队对此明文规定不管不顾，任其施工扰民，多次以其有证作为借口，还将问题推脱给环保部门，此种做法为严重不作为，置国家法律规定如无物。
					
					
				",0,0
214892,A00051005,A4区伍家岭街道强制在宜家楚颂小区内修路,2019/11/20 8:34:43,"
					
					尊敬的领导，您好！我是景致雅苑小区的业主，现在伍家岭街道私自批准修了一条16米宽的临时道路，路口正对景致雅苑4栋小区门口，并且有陡坡，对于景致雅苑小区的业主危害巨大，安全隐患严重，小孩老人出行极其危险。听社区反馈，说是瑞都豪庭小区有身为‘人大代表’的业主反馈自身出行不便，目的是为了方瑞便都豪庭小区出行，但这条路无‘施工许可证’、‘中标通知书’、‘设计规划图纸’等相关手续，且穿过景致雅苑小区，对宜家楚颂小区造成极大的安全隐患，其私自开路，偷偷摸摸半夜开工，违建违修，无视政策法规，侵犯景致雅苑小区全体业主权益。另外，其现在公示的所谓规划设计图纸，实际是政府规划‘学堂园路’的图纸（学堂园路规划路宽32米），而现在违法修建的这条临时道路（路宽16米）并没有公示规划设计图纸及施工许可证、工程概况牌等。这条临时道路从瑞都豪庭南门出来，穿过景致雅苑3栋与4栋间的露天停车场，最终到达陡岭路，据街道社区的人说，修建这条临时道路，是为了方便两个小区的人出现，但实际最终结果，只是方便了瑞都豪庭，为他们多增加了一个南门及出行的道路，且只允许瑞都豪庭的业主双向通行，而景致雅苑的业主不能往他们瑞都豪庭那边去（但就算可以往那边去也只能去他们小区）。希望政府相关部门调查此事，我们不反对拉通学堂园路（因为可以直通四方坪那边去），但如果只是为了满足人大代表的诉求而拉通这一条方瑞便都豪庭的临时便道，那我们坚决反对！况瑞且都豪庭东北边及西边本来就有两条出行的道路，为什么还要继续侵害我们小区的利益和全体业主的安全？
					
					
				",0,0
214902,A909131,投诉A市博林金谷原有绿化环境被破坏,2019/12/15 19:52:38,"
					
					原先这里是建设博林的工人住的临时工棚，博林D区复工，中建来拆走可用的材料，余下一片狼藉，如果D区要共享博林美好的绿化，请不要破坏博林原有的周边环境，不说把它变好，至少不该搞破坏吧，拜请协调处理，博林的房子都是落地窗，因为环境好，住在树林里，这一片狼藉让人情何以堪，比周边贵2000多一个平方不就为了良好的环境吗??现在就在马路边施工都要喷水防灰，出进渣土车都有轮胎清洗上马路，凭啥他们承建烂尾楼，就可以横行霸道？！
					
					
				",0,0
214913,A00079199,A6区茜茜美甲店欺骗消费者,2019/12/19 17:44:42,"
					
					有关领导，您好我在18年2月6日到A6区茜茜美甲店（店铺地址：A市A6区步行街二楼a2栋2022号）消费，当时店里在搞促销活动，充值680送680，并且表示店里所有的项目都可以扣卡上的钱，都可以消费，按项目原价扣费，因为卡上有送的680元，余额是1360元，这样扣下来相当于打了5折，非常划算，于是我充值了680元，转账给老板梁妹的微信。但是充值后到店里消费的情况和老板说的情况很不一样，店里的其他项目都不能扣卡，只能做指甲，老板给出的理由是店里的其他项目都是收费很低的，没什么利润，所以不能扣卡上的钱，只能另外给现金。期间我在店里做过两次其他项目，一次一百多，一次三百多，因为老板不同意扣卡，我也为了避免麻烦不想跟她争论，所以都是另外给的现金。但是最近连美甲的服务都越来越差，店里都是一些没学多久的学徒应付顾客，做出来的效果非常不理想，最近一次去店里消费工作人员竟然跟我说她不会描花，只能简单涂个单色。现在连唯一可以用的服务项目都这么敷衍顾客，实在是不能忍受了，办卡时的承诺和实际完全不一样，我在微信跟老板协商退费也被各种理由拒绝，只能求助有关部门帮我维权，十分感谢。现在我的卡上余额还有840元，因为之前参加的充680送680的活动，我要求老板退我420元，希望有关领导能帮我协商处理，再次感谢！
					
					
				",0,0
214919,A0009942,A3区银杉路阳光丽城小区北面道路施工扰民,2019/9/6 1:15:53,"
					
					A市A3区银杉路阳光丽城小区北面道路施工，从今年5月份直到现在几乎每天通宵作业，压路机晚上可以把整栋高楼像地震一样呲呲作响，道路施工带起的扬尘致使小区靠北窗户都不敢开，道路施工大片大片的黄土黄沙裸露在外，小区居民无数次拨打12345热线，最后都是城管象征性来一下停工不超过一刻钟马上更加变本加厉，A市作为所谓的文明城市，就在距离市政府直线距离不到一公里如此野蛮施工野蛮作业，造成周边环境尘土飞扬，噪声通宵扰民，请求相关部门处理此事，如果让我来为A市文明城市投票我百分百投否决票，跟一个省会的文明相差甚远，深表失望。
					
					
				",0,0
214931,A000111047,A市经开区力都大厦的馨乐庭酒店何时开业？,2019/12/5 13:31:32,"
					
					A市经开区馨乐庭酒店装修已经完成很久了，迟迟没有对外开业。
					
					
				",0,3
214935,A000106616,请问A市麓山公证人员跨管辖公证合法吗？,2019/7/14 20:07:48,"
					
					2018年8月西地省A市麓山公证人员与六个核桃养元公司代理人，来到西地省K市K4县，在店家不知道的情况下，以购买者身份购买商品，购买后对店铺外观进行拍照，以支付宝支付凭证名称（生活日用），公证人员也没亮明身份。商品带回西地省A市麓山公证处拍照、封存。请问这样跨管辖公证合法、真实性合法吗？
					
					
				",0,0
214939,A00046340,建议西地省博物馆做好游客私家车导停服务,2019/8/25 10:38:51,"
					
					西地省博物馆以排队游客多为由，上午10:30前强制关闭地下车库入口，游客私家车只好停附近停车场，给老人和小孩带来极大不便，特别对坐轮椅的老人和坐婴儿车的小孩影响更大！我们看到不断有车从车库出口驶入后，我向保安和工作人员说明了车上有老人和小孩，能否通融驶入，对方说老人孩子多了去了，管不了，说我无理取闹，还要喊交警处罚要挟！我们想请问：博物馆车库是免费的，公用的，为什么只允许博物馆自己人开车入库，而不顾私家车游客感受？无视老人小孩的正当需求？请有关部门重视，并尽快解决车辆停放问题，真正给游客出行带来方便！备注：我难得去一次，希望后面去参观的朋友能享受到方便优质的停车服务。
					
					
				",0,0
214944,A00031618,A市河西楚江新区高架快速路和地铁少,2020/1/3 14:15:13,"
					
					地处省会A市近年发展迅猛，至使交通出行严重不足，导致百姓出行苦不堪言，加快高架快速路和地铁建设刻不容缓，尤其是河西楚江新区更是少之又少，相比周边省会相差甚远，严重制约城市发展，不知河西楚江新区在高架快速路和地铁建设方面有何新举措？
					
					
				",0,2
214954,A00087346,A2区多层住宅增设电梯政策的具体实施方案是怎样的,2019/8/7 8:54:29,"
					
					关于既有多层住宅增设电梯是国家关注民生、利民的好政策，听闻A市长办公会已形成决议，我们市民殷切要知晓A2区的具体实施方案细节及如何执行程序情况，以解决当前我家80岁老妈不能爬楼梯，不再闷在5楼家里，能够到外散心的问题。
					
					
				",0,0
214959,A00093448,A3区学士睿哲小学进出道路被封，影响学生出行,2019/8/7 23:41:58,"
					
					学士睿哲小学原本进出路狭窄，车辆无法掉头，只能单向通行，上下学时，经常出现堵车，现在离开学只有半个月了，九龙领仕汇西面一处不明工地无任何批准手续的情况下把学校的进出口道路封闭，把道路占用。很快就要开学了，很多小学生自行无家长陪同接送的情况下，需绕行九龙领仕汇小区东面才能上下学，绕行距离800米左右，加之078县道车辆多，无斑马线，有很大安全隐犯！另外原本车辆只能单向行驶，不能掉头，现在不明工地封路，更加会增加进出学校的通行压力，和步行小学生的安全隐犯！请A市教育局，城管，学士街道，学士交警等单位实地考察，如果属实，责令不明工地恢复道路通行原貌，还800人的小学生道路安全！
					
					
				",0,0
